two_theta,intensity
29.08,0.0101064
29.1,0.0095745
29.12,0.0132979
29.14,0.0090426
29.16,0.0074468
29.18,0.0101064
29.2,0.0074468
29.22,0.0164894
29.24,0.0132979
29.26,0.012234
29.28,0.012766
29.3,0.0106383
29.32,0.012766
29.34,0.0095745
29.36,0.0095745
29.38,0.0058511
29.39,0.0074468
29.41,0.0085106
29.43,0.0106383
29.45,0.0143617
29.47,0.0138298
29.49,0.0154255
29.51,0.0148936
29.53,0.0154255
29.55,0.0319149
29.57,0.0324468
29.59,0.0452128
29.61,0.0526596
29.63,0.0521277
29.65,0.0617021
29.67,0.0510638
29.69,0.05
29.71,0.0324468
29.73,0.0382979
29.75,0.0319149
29.77,0.0244681
29.79,0.0202128
29.81,0.0180851
29.83,0.0138298
29.85,0.0154255
29.87,0.0148936
29.89,0.0111702
29.91,0.0079787
29.93,0.0090426
29.95,0.0138298
29.97,0.0159575
29.99,0.0079787
30.01,0.0069149
30.02,0.0101064
30.04,0.0138298
30.06,0.0117021
30.08,0.0095745
30.1,0.0101064
30.12,0.0148936
30.14,0.0170213
30.16,0.0138298
30.18,0.0132979
30.2,0.0138298
30.22,0.0111702
30.24,0.0095745
30.26,0.0095745
30.28,0.0132979
30.3,0.0143617
30.32,0.0154255
30.34,0.0154255
30.36,0.0111702
30.38,0.0106383
30.4,0.0090426
30.42,0.0090426
30.44,0.0079787
30.46,0.012234
30.48,0.0079787
30.5,0.0148936
30.52,0.0095745
30.54,0.0106383
30.56,0.0069149
30.58,0.0074468
30.6,0.0042553
30.62,0.0074468
30.64,0.0069149
30.65,0.0111702
30.67,0.0132979
30.69,0.0079787
30.71,0.0085106
30.73,0.012234
30.75,0.0106383
30.77,0.0111702
30.79,0.012234
30.81,0.025
30.83,0.0255319
30.85,0.0202128
30.87,0.018617
30.89,0.0175532
30.91,0.012234
30.93,0.0202128
30.95,0.0079787
30.97,0.0095745
30.99,0.0058511
31.01,0.0079787
31.03,0.0111702
31.05,0.012234
31.07,0.0159575
31.09,0.018617
31.11,0.0180851
31.13,0.012234
31.15,0.0132979
31.17,0.0154255
31.19,0.0138298
31.21,0.0117021
31.23,0.0106383
31.25,0.012234
31.27,0.0138298
31.28,0.0111702
31.3,0.0058511
31.32,0.0058511
31.34,0.0047872
31.36,0.0085106
31.38,0.0074468
31.4,0.0058511
31.42,0.0069149
31.44,0.0090426
31.46,0.0069149
31.48,0.0074468
31.5,0.0090426
31.52,0.0069149
31.54,0.0085106
31.56,0.0111702
31.58,0.0101064
31.6,0.0079787
31.62,0.0095745
31.64,0.0069149
31.66,0.0069149
31.68,0.0101064
31.7,0.0117021
31.72,0.0079787
31.74,0.0148936
31.76,0.012234
31.78,0.0095745
31.8,0.0106383
31.82,0.0042553
31.84,0.0111702
31.86,0.006383
31.88,0.0101064
31.9,0.0148936
