two_theta,intensity
32.74,0.0071558
32.77,0.0080184
32.79,0.0084423
32.81,0.0066694
32.83,0.0158807
32.85,0.013229
32.87,0.0088199
32.89,0.007047
32.91,0.0030772
32.93,0.0087736
32.95,0.0030464
32.97,0.0021522
32.99,0.004774
33.01,-0.0005128
33.03,0.0034271
33.05,-0.0014203
33.07,-0.0040709
33.09,0.0003083
33.11,0.0024908
33.13,0.0033551
33.15,0.0059769
33.17,0.0072806
33.19,0.0024345
33.21,0.01033
33.23,0.0111957
33.26,0.0221667
33.28,0.0199568
33.3,0.0291704
33.32,0.0238849
33.34,0.0291443
33.36,0.0409941
33.38,0.0361479
33.4,0.0321821
33.42,0.024262
33.44,0.0220536
33.46,0.017209
33.48,0.0180762
33.5,0.0097167
33.52,0.0132201
33.54,0.0140873
33.56,0.0066066
33.58,0.0035195
