two_theta,intensity
31.03,0.0074846
31.05,0.0033486
31.07,0.0108334
31.09,0.0156204
31.11,0.0199924
31.13,0.0150264
31.15,0.0158708
31.17,0.0125649
31.19,0.0115417
31.21,0.0134236
31.23,0.0080427
31.25,0.0090946
31.27,0.0032986
31.3,0.0028979
31.32,0.0041573
31.34,0.0020965
31.36,0.0014884
31.38,-0.0001573
31.4,-0.0015955
31.42,-0.0003361
31.44,-0.0036419
31.46,-0.0013448
31.48,-0.0040281
31.5,-0.0015236
31.52,0.000981
31.54,0.002863
31.56,0.0024624
31.58,0.0001942
31.6,0.0006237
31.62,0.0004307
31.64,-0.0032901
31.66,0.0002521
31.68,0.0006815
31.7,-0.0001341
31.72,0.000918
31.74,0.0030075
31.76,-0.0005057
31.79,0.0063567
31.81,0.002221
31.83,-4.71e-05
31.85,0.0037026
31.87,0.0062072
31.89,0.0093344
31.91,0.0166118
31.93,0.0153813
31.95,0.0168483
31.97,0.0147878
31.99,0.0148023
32.01,0.0150244
32.03,0.0154539
32.05,0.0140159
32.07,0.0084276
32.09,0.0080271
32.11,0.005759
32.13,0.0059811
32.15,0.0066182
32.17,0.003105
32.19,0.0022895
32.21,0.0064543
32.23,0.0043938
32.25,0.007106
32.28,0.006083
32.3,0.0081727
32.32,0.0046596
32.34,0.0023915
32.36,0.0088389
32.38,0.000138
32.4,0.0057554
32.42,0.0026573
32.44,0.0014268
32.46,0.0012339
32.48,-0.0018642
32.5,0.0031307
32.52,-0.001005
32.54,-0.0018205
32.56,0.0015143
32.58,0.0015289
32.6,0.0038261
32.62,0.0023881
32.64,0.0015726
32.66,0.0017947
32.68,-0.0002658
32.7,-0.0027414
32.72,-0.0027268
32.74,-0.0020897
32.77,0
32.79,0.0006308
32.81,-0.001021
32.83,0.002515
32.85,0.0108238
32.87,0.0112472
32.89,0.0104254
32.91,0.0104337
32.93,0.0089894
32.95,0.0052625
32.97,0.0036107
32.99,0.0046566
33.01,0.0027973
33.03,0.0042581
33.05,0.0009463
33.07,0.000332
33.09,0.0032455
33.11,0.0105167
33.13,0.0126001
33.15,0.0080432
33.17,0.0074289
33.19,0.0103424
33.21,0.0099357
